"customer_id","customer_name","gender","age","email","phone","occupation","annual_income","customer_since","customer_status","account_no","account_name","balance","account_status","nominee_registered","opening_date","branch_name","branch_city","branch_state","address_type","city","state","pincode"
34,"Rahul Sharma","M",61,"rahul.sharma34@outlook.com","9740036295","Teacher",3440150.00,"2019-09-25","Active",100100000033,"NRI Savings Account",447165.00,"Active",True,"2019-12-01","SBI Bhopal Branch 39","Bhopal","Madhya Pradesh","Permanent","Lucknow","Uttar Pradesh","252581"
35,"Ankit Gupta","M",28,"ankit.gupta35@gmail.com","9406925565","Lawyer",1246879.00,"2026-03-25","Active",100100000034,"Savings Account",50209.00,"Active",False,"2026-07-03","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Lucknow","Uttar Pradesh","741070"
36,"Sakshi Agarwal","F",23,"sakshi.agarwal36@yahoo.com","9985310305","Farmer",383502.00,"2016-08-20","Active",100100000035,"Savings Account",152359.00,"Active",False,"2019-09-17","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Pune","Maharashtra","709057"
37,"Neha Pandey","F",56,"neha.pandey37@yahoo.com","9057742210","Data Analyst",3951793.00,"2024-06-20","Active",100100000036,"Student Account",239773.00,"Frozen",True,"2019-08-20","SBI Bengaluru Branch 50","Bengaluru","Karnataka","Permanent","Hyderabad","Telangana","406667"
38,"Neha Patel","F",30,"neha.patel38@gmail.com","9308018754","Student",1508939.00,"2023-07-28","Active",100100000037,"Student Account",307847.00,"Frozen",True,"2023-01-06","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Lucknow","Uttar Pradesh","540292"
39,"Riya Reddy","F",41,"riya.reddy39@yahoo.com","9086711257","Data Analyst",338211.00,"2016-03-23","Active",100100000038,"Senior Citizen Savings Account",355901.00,"Active",True,"2018-06-08","SBI Chandigarh Branch 5","Chandigarh","Chandigarh","Permanent","Hyderabad","Telangana","499150"
40,"Sneha Nair","F",53,"sneha.nair40@outlook.com","9668995170","Software Engineer",3769781.00,"2019-03-26","Active",100100000039,"Salary Account",304954.00,"Active",False,"2017-12-08","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Chennai","Tamil Nadu","630147"
41,"Vivek Patel","M",42,"vivek.patel41@yahoo.com","9225486079","Civil Engineer",759215.00,"2025-05-14","Inactive",100100000040,"Recurring Deposit Account",226397.00,"Active",True,"2017-05-02","SBI Ahmedabad Branch 24","Ahmedabad","Gujarat","Permanent","Hyderabad","Telangana","133926"
42,"Pooja Gupta","F",44,"pooja.gupta42@gmail.com","9500338031","Bank Manager",3952366.00,"2026-08-14","Active",100100000041,"Current Account",160467.00,"Active",False,"2026-07-20","SBI Gurugram Branch 45","Gurugram","Haryana","Permanent","Delhi","Delhi","662938"
43,"Shreya Singh","F",43,"shreya.singh43@gmail.com","9322357262","Civil Engineer",2688478.00,"2025-05-28","Active",100100000042,"Savings Account",23683.00,"Active",True,"2020-02-18","SBI Patna Branch 26","Patna","Bihar","Permanent","Hyderabad","Telangana","781084"
44,"Meena Reddy","F",49,"meena.reddy44@yahoo.com","9580219511","Doctor",2790800.00,"2023-06-04","Blocked",100100000043,"Senior Citizen Savings Account",252793.00,"Dormant",False,"2022-06-15","SBI Gurugram Branch 49","Gurugram","Haryana","Permanent","Chennai","Tamil Nadu","302109"
45,"Vikas Patel","M",41,"vikas.patel45@gmail.com","9955849903","Data Analyst",4296992.00,"2019-07-02","Blocked",100100000044,"Fixed Deposit Account",524573.00,"Active",False,"2022-02-28","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Bengaluru","Karnataka","705803"
46,"Priya Mishra","F",42,"priya.mishra46@yahoo.com","9114746978","Bank Manager",1064480.00,"2026-03-20","Inactive",100100000045,"Current Account",1261709.00,"Active",True,"2021-12-20","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Jaipur","Rajasthan","445293"
47,"Priya Sharma","F",55,"priya.sharma47@gmail.com","9755475251","Lawyer",249095.00,"2021-02-17","Active",100100000046,"Savings Account",216404.00,"Active",True,"2021-06-09","SBI Indore Branch 27","Indore","Madhya Pradesh","Permanent","Chennai","Tamil Nadu","709447"
48,"Divya Yadav","F",49,"divya.yadav48@outlook.com","9996158114","Accountant",3610879.00,"2017-11-05","Active",100100000047,"Savings Account",247977.00,"Active",True,"2017-09-18","SBI Patna Branch 17","Patna","Bihar","Permanent","Jaipur","Rajasthan","439259"
49,"Amit Sinha","M",28,"amit.sinha49@outlook.com","9285464577","Teacher",452252.00,"2026-10-25","Inactive",100100000048,"Senior Citizen Savings Account",224757.00,"Active",False,"2021-03-18","SBI Bhopal Branch 39","Bhopal","Madhya Pradesh","Permanent","Pune","Maharashtra","448744"
50,"Suresh Chauhan","M",26,"suresh.chauhan50@outlook.com","9729853117","Student",2222172.00,"2022-04-14","Active",100100000049,"Current Account",932511.00,"Dormant",True,"2026-08-27","SBI Bhubaneswar Branch 22","Bhubaneswar","Odisha","Permanent","Hyderabad","Telangana","659378"
51,"Rohit Yadav","M",67,"rohit.yadav51@outlook.com","9418289281","Sales Executive",1935864.00,"2024-02-11","Blocked",100100000050,"Savings Account",355796.00,"Active",True,"2024-06-21","SBI Chennai Branch 21","Chennai","Tamil Nadu","Permanent","Lucknow","Uttar Pradesh","394372"
52,"Harsh Mishra","M",43,"harsh.mishra52@yahoo.com","9956978619","Farmer",2720750.00,"2017-11-09","Active",100100000051,"Savings Account",353691.00,"Active",True,"2021-01-14","SBI Gurugram Branch 49","Gurugram","Haryana","Permanent","Chennai","Tamil Nadu","510145"
53,"Arjun Jain","M",42,"arjun.jain53@yahoo.com","9281399471","Accountant",236989.00,"2020-01-21","Active",100100000052,"Student Account",318880.00,"Closed",True,"2024-04-27","SBI Delhi Branch 13","Delhi","Delhi","Permanent","Chennai","Tamil Nadu","483559"
54,"Meena Singh","F",46,"meena.singh54@gmail.com","9993317934","Data Analyst",4729343.00,"2022-01-06","Active",100100000053,"Senior Citizen Savings Account",128187.00,"Active",True,"2016-07-16","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Lucknow","Uttar Pradesh","210326"
55,"Vikas Kumar","M",21,"vikas.kumar55@gmail.com","9936375048","Accountant",2323124.00,"2015-08-22","Active",100100000054,"Fixed Deposit Account",570071.00,"Active",True,"2016-02-24","SBI Gurugram Branch 45","Gurugram","Haryana","Permanent","Chennai","Tamil Nadu","756683"
56,"Vikas Reddy","M",58,"vikas.reddy56@gmail.com","9149298689","Bank Manager",2178772.00,"2026-11-02","Active",100100000055,"Senior Citizen Savings Account",394485.00,"Active",True,"2019-07-01","SBI Surat Branch 3","Surat","Gujarat","Permanent","Lucknow","Uttar Pradesh","244250"
57,"Divya Chauhan","F",61,"divya.chauhan57@yahoo.com","9343768932","Accountant",3450274.00,"2018-02-04","Blocked",100100000056,"Savings Account",287014.00,"Active",False,"2017-10-02","SBI Bengaluru Branch 50","Bengaluru","Karnataka","Permanent","Mumbai","Maharashtra","562818"
58,"Kavita Sharma","F",37,"kavita.sharma58@yahoo.com","9181950367","Business Owner",4233344.00,"2019-05-13","Inactive",100100000057,"Fixed Deposit Account",982827.00,"Active",True,"2025-11-20","SBI Kochi Branch 46","Kochi","Kerala","Permanent","Bengaluru","Karnataka","144640"
59,"Nitin Nair","M",60,"nitin.nair59@yahoo.com","9433621052","Sales Executive",1132225.00,"2023-11-21","Active",100100000058,"Recurring Deposit Account",392616.00,"Active",True,"2024-04-13","SBI Surat Branch 6","Surat","Gujarat","Permanent","Pune","Maharashtra","734097"
60,"Rahul Sinha","M",26,"rahul.sinha60@gmail.com","9670261130","Doctor",4716908.00,"2024-03-23","Blocked",100100000059,"Savings Account",309105.00,"Active",True,"2018-09-25","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Mumbai","Maharashtra","566399"
61,"Sakshi Pandey","F",67,"sakshi.pandey61@yahoo.com","9823625264","Designer",1955300.00,"2026-02-15","Active",100100000060,"Savings Account",21112.00,"Active",True,"2026-09-25","SBI Kolkata Branch 42","Kolkata","West Bengal","Permanent","Delhi","Delhi","338831"
62,"Ritu Yadav","F",47,"ritu.yadav62@yahoo.com","9814931545","Data Analyst",3741950.00,"2016-12-11","Active",100100000061,"Recurring Deposit Account",142125.00,"Active",True,"2022-12-14","SBI Noida Branch 2","Noida","Uttar Pradesh","Permanent","Mumbai","Maharashtra","296162"
63,"Rajesh Kumar","M",36,"rajesh.kumar63@yahoo.com","9497696943","Doctor",3726573.00,"2018-04-23","Active",100100000062,"Recurring Deposit Account",164706.00,"Active",True,"2026-11-13","SBI Pune Branch 8","Pune","Maharashtra","Permanent","Hyderabad","Telangana","772160"
64,"Riya Singh","F",26,"riya.singh64@gmail.com","9615414878","Nurse",320383.00,"2024-01-13","Blocked",100100000063,"Fixed Deposit Account",362706.00,"Active",True,"2018-11-11","SBI Patna Branch 17","Patna","Bihar","Permanent","Delhi","Delhi","693210"
65,"Amit Sharma","M",51,"amit.sharma65@outlook.com","9648865034","Accountant",504485.00,"2015-02-06","Active",100100000064,"Recurring Deposit Account",153984.00,"Closed",True,"2024-04-16","SBI Gurugram Branch 45","Gurugram","Haryana","Permanent","Mumbai","Maharashtra","562630"
66,"Harsh Sinha","M",48,"harsh.sinha66@outlook.com","9374436564","Software Engineer",1699055.00,"2015-05-14","Active",100100000065,"Recurring Deposit Account",205063.00,"Active",True,"2020-09-15","SBI Bhubaneswar Branch 22","Bhubaneswar","Odisha","Permanent","Chennai","Tamil Nadu","289691"
67,"Pooja Kumar","F",34,"pooja.kumar67@yahoo.com","9231592927","Electrician",2824523.00,"2015-04-01","Active",100100000066,"NRI Savings Account",353515.00,"Active",True,"2024-10-09","SBI Chandigarh Branch 5","Chandigarh","Chandigarh","Permanent","Lucknow","Uttar Pradesh","330610"
68,"Vikas Patel","M",68,"vikas.patel68@gmail.com","9597542144","Teacher",995954.00,"2022-02-18","Active",100100000067,"Current Account",1211771.00,"Closed",True,"2020-02-27","SBI Nagpur Branch 31","Nagpur","Maharashtra","Permanent","Delhi","Delhi","593407"
69,"Ritu Pandey","F",38,"ritu.pandey69@yahoo.com","9244132827","Teacher",3147316.00,"2024-12-18","Active",100100000068,"NRI Savings Account",202631.00,"Active",True,"2018-05-01","SBI Surat Branch 30","Surat","Gujarat","Permanent","Bengaluru","Karnataka","352511"
70,"Asha Reddy","F",55,"asha.reddy70@yahoo.com","9510287920","Nurse",1717299.00,"2018-08-01","Active",100100000069,"Salary Account",187853.00,"Active",True,"2021-03-12","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Bengaluru","Karnataka","512545"
71,"Sakshi Reddy","F",23,"sakshi.reddy71@outlook.com","9449063696","Business Owner",859611.00,"2017-01-15","Inactive",100100000070,"Fixed Deposit Account",262059.00,"Dormant",True,"2022-09-25","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Lucknow","Uttar Pradesh","198320"
72,"Anjali Singh","F",25,"anjali.singh72@yahoo.com","9928588805","Civil Engineer",1532717.00,"2024-11-26","Active",100100000071,"Savings Account",150136.00,"Active",True,"2017-07-08","SBI Pune Branch 8","Pune","Maharashtra","Permanent","Mumbai","Maharashtra","508750"
73,"Karan Yadav","M",25,"karan.yadav73@outlook.com","9376607878","Lawyer",2872972.00,"2016-09-11","Active",100100000072,"Current Account",1843851.00,"Active",True,"2019-12-13","SBI Lucknow Branch 19","Lucknow","Uttar Pradesh","Permanent","Hyderabad","Telangana","322905"
74,"Rahul Kumar","M",50,"rahul.kumar74@outlook.com","9144906758","Student",2107906.00,"2016-12-27","Blocked",100100000073,"Current Account",1994609.00,"Active",True,"2017-11-27","SBI Bengaluru Branch 16","Bengaluru","Karnataka","Permanent","Jaipur","Rajasthan","160386"
75,"Neha Chauhan","F",60,"neha.chauhan75@yahoo.com","9629375372","Designer",252750.00,"2018-09-08","Active",100100000074,"Salary Account",51796.00,"Frozen",False,"2016-01-09","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Bengaluru","Karnataka","463011"
76,"Harsh Kumar","M",60,"harsh.kumar76@yahoo.com","9679813068","Business Owner",3557714.00,"2026-05-03","Active",100100000075,"Savings Account",194853.00,"Active",False,"2017-10-03","SBI Delhi Branch 13","Delhi","Delhi","Permanent","Jaipur","Rajasthan","369838"
77,"Anjali Mishra","F",30,"anjali.mishra77@outlook.com","9425307851","Bank Manager",4989030.00,"2024-06-05","Active",100100000076,"Savings Account",333026.00,"Active",True,"2017-10-17","SBI Gurugram Branch 33","Gurugram","Haryana","Permanent","Mumbai","Maharashtra","441611"
78,"Sneha Verma","F",64,"sneha.verma78@gmail.com","9526218157","Teacher",1763946.00,"2024-08-23","Active",100100000077,"Savings Account",103562.00,"Active",True,"2022-09-10","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Mumbai","Maharashtra","340058"
79,"Vikas Agarwal","M",23,"vikas.agarwal79@gmail.com","9499791722","Student",4587831.00,"2015-09-08","Active",100100000078,"Student Account",215659.00,"Active",False,"2022-12-14","SBI Surat Branch 4","Surat","Gujarat","Permanent","Chennai","Tamil Nadu","492494"
80,"Arjun Patel","M",35,"arjun.patel80@outlook.com","9609545664","Bank Manager",446998.00,"2025-12-15","Active",100100000079,"Recurring Deposit Account",104353.00,"Active",True,"2025-05-14","SBI Bhopal Branch 23","Bhopal","Madhya Pradesh","Permanent","Bengaluru","Karnataka","595310"
81,"Karan Reddy","M",31,"karan.reddy81@gmail.com","9815412080","Bank Manager",1246585.00,"2026-04-11","Inactive",100100000080,"Recurring Deposit Account",403267.00,"Active",False,"2024-08-24","SBI Lucknow Branch 19","Lucknow","Uttar Pradesh","Permanent","Chennai","Tamil Nadu","172702"
82,"Meena Gupta","F",50,"meena.gupta82@yahoo.com","9159731757","Bank Manager",3308474.00,"2022-07-11","Active",100100000081,"Student Account",434865.00,"Active",True,"2025-08-11","SBI Noida Branch 28","Noida","Uttar Pradesh","Permanent","Jaipur","Rajasthan","730399"
83,"Nitin Verma","M",40,"nitin.verma83@yahoo.com","9749269427","Student",1664680.00,"2019-07-16","Active",100100000082,"Savings Account",493009.00,"Active",True,"2017-11-27","SBI Surat Branch 44","Surat","Gujarat","Permanent","Pune","Maharashtra","765258"
84,"Karan Patel","M",20,"karan.patel84@outlook.com","9608513445","Teacher",4572503.00,"2025-12-21","Inactive",100100000083,"Savings Account",39377.00,"Active",False,"2019-01-22","SBI Bhopal Branch 35","Bhopal","Madhya Pradesh","Permanent","Pune","Maharashtra","593733"
85,"Kavita Nair","F",59,"kavita.nair85@outlook.com","9341407778","Lawyer",1445665.00,"2015-10-18","Active",100100000084,"Current Account",1650695.00,"Active",False,"2026-12-23","SBI Bhubaneswar Branch 25","Bhubaneswar","Odisha","Permanent","Bengaluru","Karnataka","330599"
86,"Komal Verma","F",54,"komal.verma86@outlook.com","9354788781","Lawyer",3590137.00,"2015-01-10","Active",100100000085,"Savings Account",90522.00,"Active",True,"2022-01-26","SBI Noida Branch 18","Noida","Uttar Pradesh","Permanent","Pune","Maharashtra","522115"
87,"Rajesh Agarwal","M",55,"rajesh.agarwal87@outlook.com","9846252604","Lawyer",1082534.00,"2023-07-22","Inactive",100100000086,"Savings Account",270766.00,"Dormant",True,"2020-11-15","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Mumbai","Maharashtra","477002"
88,"Arjun Kumar","M",28,"arjun.kumar88@outlook.com","9122777287","Data Analyst",680881.00,"2026-04-13","Active",100100000087,"Senior Citizen Savings Account",20686.00,"Closed",False,"2016-08-25","SBI Gurugram Branch 49","Gurugram","Haryana","Permanent","Delhi","Delhi","120837"
89,"Rahul Kumar","M",58,"rahul.kumar89@yahoo.com","9803369709","Civil Engineer",2823627.00,"2018-12-17","Active",100100000088,"Savings Account",157821.00,"Active",True,"2023-12-07","SBI Pune Branch 1","Pune","Maharashtra","Permanent","Pune","Maharashtra","633700"
90,"Sakshi Jain","F",68,"sakshi.jain90@outlook.com","9541253787","Designer",3503173.00,"2016-11-02","Inactive",100100000089,"Current Account",1242101.00,"Frozen",True,"2020-01-03","SBI Surat Branch 44","Surat","Gujarat","Permanent","Bengaluru","Karnataka","796972"
91,"Amit Chauhan","M",46,"amit.chauhan91@gmail.com","9697768907","Electrician",1243929.00,"2023-12-26","Active",100100000090,"Salary Account",233252.00,"Active",True,"2023-12-09","SBI Nagpur Branch 31","Nagpur","Maharashtra","Permanent","Bengaluru","Karnataka","302422"
92,"Ritu Chauhan","F",32,"ritu.chauhan92@yahoo.com","9619515829","Lawyer",839528.00,"2021-01-05","Active",100100000091,"Fixed Deposit Account",212636.00,"Active",True,"2021-10-26","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Chennai","Tamil Nadu","307828"
93,"Arjun Sinha","M",49,"arjun.sinha93@outlook.com","9129605726","Lawyer",1116942.00,"2022-04-11","Active",100100000092,"Current Account",154969.00,"Active",True,"2026-11-02","SBI Bengaluru Branch 38","Bengaluru","Karnataka","Permanent","Chennai","Tamil Nadu","432218"
94,"Shreya Mishra","F",27,"shreya.mishra94@yahoo.com","9212943801","Sales Executive",2268606.00,"2017-12-07","Inactive",100100000093,"Savings Account",101667.00,"Dormant",True,"2016-12-10","SBI Hyderabad Branch 41","Hyderabad","Telangana","Permanent","Pune","Maharashtra","775294"
95,"Rahul Kumar","M",28,"rahul.kumar95@yahoo.com","9884414177","Doctor",3564903.00,"2023-09-26","Active",100100000094,"Savings Account",464290.00,"Active",True,"2026-04-12","SBI Bhubaneswar Branch 25","Bhubaneswar","Odisha","Permanent","Jaipur","Rajasthan","580824"
96,"Manish Yadav","M",63,"manish.yadav96@yahoo.com","9564605502","Nurse",2183602.00,"2023-10-13","Active",100100000095,"Student Account",232252.00,"Active",False,"2020-06-02","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Hyderabad","Telangana","249105"
97,"Riya Kumar","F",41,"riya.kumar97@outlook.com","9219626596","Business Owner",4042179.00,"2025-05-26","Inactive",100100000096,"Fixed Deposit Account",93833.00,"Active",True,"2026-06-27","SBI Indore Branch 20","Indore","Madhya Pradesh","Permanent","Pune","Maharashtra","248609"
98,"Suresh Sharma","M",38,"suresh.sharma98@outlook.com","9446517120","Designer",1104325.00,"2020-10-15","Blocked",100100000097,"Fixed Deposit Account",699025.00,"Active",True,"2024-11-26","SBI Kolkata Branch 42","Kolkata","West Bengal","Permanent","Lucknow","Uttar Pradesh","766718"
